# hostname;interval;timestamp;frmpg/s;bufpg/s;campg/s
axle;60;1416388305;31503.07;2.74;-30744.01
axle;60;1416388365;-8440.39;0.30;8458.57
axle;60;1416388425;-130.99;0.23;111.21
axle;60;1416388485;139.52;0.18;73.71
axle;60;1416388545;-8.07;0.35;8.95
axle;60;1416388605;-3490.14;0.15;29.68
axle;60;1416388665;1298.90;0.17;18.49
axle;60;1416388725;-46731.29;0.15;25.68
axle;60;1416388785;31246.19;0.18;17.50
axle;60;1416388845;14.68;0.12;7.30
axle;60;1416388905;-12.21;0.13;5.25
